skill_parent_category,skill_sub_category,canonical_skill_name,alias,lang,notes
Database & Query Languages,Query Engines,Presto,presto,en,exact_lower
Database & Query Languages,Query Engines,Presto,prestodb,en,variant
Database & Query Languages,Query Engines,Trino,trino,en,exact_lower
Database & Query Languages,Query Languages,Hive SQL,hive,en,from_SKILL_CATALOG; catalog_key=SQL
Database & Query Languages,Query Languages,Hive SQL,hive sql,en,exact_lower
Database & Query Languages,Query Languages,Hive SQL,hql,en,abbrev
Database & Query Languages,Query Languages,PL/SQL,pl sql,en,punctuation_variant
Database & Query Languages,Query Languages,PL/SQL,pl/sql,en,exact_lower
Database & Query Languages,Query Languages,PL/SQL,plsql,en,no_space
Database & Query Languages,Query Languages,SQL,spark sql,en,from_SKILL_CATALOG
Database & Query Languages,Query Languages,SQL,sql,en,exact_lower
Database & Query Languages,Query Languages,SQL,sql query,en,variant
Database & Query Languages,Query Languages,SQL,sql scripting,en,variant
Database & Query Languages,Query Languages,SQL,structured query language,en,full name
Database & Query Languages,Query Languages,T-SQL,t sql,en,punctuation_variant
Database & Query Languages,Query Languages,T-SQL,t-sql,en,exact_lower
Database & Query Languages,Query Languages,T-SQL,transact-sql,en,full name
Database & Query Languages,Query Languages,T-SQL,tsql,en,no_space
Database & Query Languages,Relational Databases,MySQL,mysql,en,exact_lower
Database & Query Languages,Relational Databases,Oracle Database,oracle,en,short
Database & Query Languages,Relational Databases,Oracle Database,oracle database,en,exact_lower
Database & Query Languages,Relational Databases,Oracle Database,oracle db,en,short
Database & Query Languages,Relational Databases,Oracle Database,oracle sql,en,from_SKILL_CATALOG; catalog_key=SQL
Database & Query Languages,Relational Databases,PostgreSQL,postgres,en,short
Database & Query Languages,Relational Databases,PostgreSQL,postgresql,en,exact_lower
Database & Query Languages,Relational Databases,SQL Server,microsoft sql server,en,vendor
Database & Query Languages,Relational Databases,SQL Server,mssql,en,abbrev
Database & Query Languages,Relational Databases,SQL Server,sql server,en,exact_lower
Domain Knowledge,E-commerce,Customer Journey,customer journey,en,exact_lower
Domain Knowledge,E-commerce,Customer Journey,客戶旅程,zh,中文
Domain Knowledge,E-commerce,Customer Journey,顧客旅程,zh,中文
Domain Knowledge,E-commerce,E-commerce,e commerce,en,punctuation_variant
Domain Knowledge,E-commerce,E-commerce,e-commerce,en,exact_lower
Domain Knowledge,E-commerce,E-commerce,ecommerce,en,no_space
Domain Knowledge,E-commerce,E-commerce,電商,zh,中文
Domain Knowledge,E-commerce,E-commerce,電子商務,zh,中文
Domain Knowledge,E-commerce,Marketplace Operations,marketplace operations,en,exact_lower
Domain Knowledge,E-commerce,Marketplace Operations,marketplace ops,en,short
Domain Knowledge,E-commerce,Marketplace Operations,平台營運,zh,中文
Domain Knowledge,Financial Services,Banking,banking,en,exact_lower
Domain Knowledge,Financial Services,Banking,金融業,zh,中文
Domain Knowledge,Financial Services,Banking,銀行,zh,中文
Domain Knowledge,Financial Services,Consumer Finance,consumer finance,en,exact_lower
Domain Knowledge,Financial Services,Consumer Finance,消費金融,zh,中文
Domain Knowledge,Financial Services,Insurance,insurance,en,exact_lower
Domain Knowledge,Financial Services,Insurance,保險,zh,中文
Domain Knowledge,Financial Services,Insurance,保險業,zh,中文
Domain Knowledge,Financial Services,Wealth Management,wealth management,en,exact_lower
Domain Knowledge,Financial Services,Wealth Management,財富管理,zh,中文
Domain Knowledge,Healthcare / Pharma,Bioinformatics,bioinformatics,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Bioinformatics,biomarker,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,life science ai,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,literature search,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,molecular design,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,ngs,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,qpcr,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,structure simulation,en,from_SKILL_CATALOG
Domain Knowledge,Healthcare / Pharma,Bioinformatics,生物資訊,zh,中文
Domain Knowledge,Healthcare / Pharma,Drug Discovery,drug discovery,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Drug Discovery,新藥開發,zh,中文
Domain Knowledge,Healthcare / Pharma,Healthcare,health care,en,spacing
Domain Knowledge,Healthcare / Pharma,Healthcare,healthcare,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Healthcare,醫療保健,zh,中文
Domain Knowledge,Healthcare / Pharma,Life Sciences,life science,en,singular
Domain Knowledge,Healthcare / Pharma,Life Sciences,life sciences,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Life Sciences,生命科學,zh,中文
Domain Knowledge,Healthcare / Pharma,Patent Analysis,patent analysis,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Patent Analysis,專利分析,zh,中文
Domain Knowledge,Healthcare / Pharma,Pharmaceutical Industry,pharma,en,short
Domain Knowledge,Healthcare / Pharma,Pharmaceutical Industry,pharmaceutical industry,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Pharmaceutical Industry,製藥產業,zh,中文
Domain Knowledge,Healthcare / Pharma,Real World Evidence,real world evidence,en,exact_lower
Domain Knowledge,Healthcare / Pharma,Real World Evidence,real-world evidence,en,hyphen
Domain Knowledge,Healthcare / Pharma,Real World Evidence,rwe,en,abbrev
Domain Knowledge,Healthcare / Pharma,Real World Evidence,真實世界證據,zh,中文
Domain Knowledge,Sustainability,ESG,environmental social governance,en,full name
Domain Knowledge,Sustainability,ESG,esg,en,exact_lower
Domain Knowledge,Sustainability,ESG,環境社會治理,zh,中文
Domain Knowledge,Sustainability,Sustainable Finance,sustainable finance,en,exact_lower
Domain Knowledge,Sustainability,Sustainable Finance,永續金融,zh,中文
Domain Knowledge,Technology,Cloud Computing,cloud computing,en,exact_lower
Domain Knowledge,Technology,Cloud Computing,Cloud Platforms,en,from_SKILL_CATALOG; catalog_key=Cloud Platforms
Domain Knowledge,Technology,Cloud Computing,雲端運算,zh,中文
Domain Knowledge,Technology,Cybersecurity,cyber security,en,spacing
Domain Knowledge,Technology,Cybersecurity,cybersecurity,en,exact_lower
Domain Knowledge,Technology,Cybersecurity,資安,zh,中文
Domain Knowledge,Technology,Cybersecurity,資訊安全,zh,中文
Domain Knowledge,Technology,SaaS,saas,en,exact_lower
Domain Knowledge,Technology,SaaS,software as a service,en,full name
Domain Knowledge,Technology,SaaS,軟體即服務,zh,中文
Entrepreneurship & Venture,Startup Operations,Business Operations,bizops,en,short
Entrepreneurship & Venture,Startup Operations,Business Operations,business operations,en,exact_lower
Entrepreneurship & Venture,Startup Operations,Business Operations,business ops,en,short
Entrepreneurship & Venture,Startup Operations,Business Operations,商業營運,zh,中文
Entrepreneurship & Venture,Startup Operations,Founder Mindset,founder mindset,en,exact_lower
Entrepreneurship & Venture,Startup Operations,Founder Mindset,創業家思維,zh,中文
Entrepreneurship & Venture,Startup Operations,Startup Operations,startup operations,en,exact_lower
Entrepreneurship & Venture,Startup Operations,Startup Operations,startup ops,en,short
Entrepreneurship & Venture,Startup Operations,Startup Operations,新創營運,zh,中文
Entrepreneurship & Venture,Venture Building,Business Model Design,business model,en,short
Entrepreneurship & Venture,Venture Building,Business Model Design,business model design,en,exact_lower
Entrepreneurship & Venture,Venture Building,Business Model Design,商業模式設計,zh,中文
Entrepreneurship & Venture,Venture Building,Lean Startup,lean startup,en,exact_lower
Entrepreneurship & Venture,Venture Building,Lean Startup,精實創業,zh,中文
Entrepreneurship & Venture,Venture Building,Venture Building,venture building,en,exact_lower
Entrepreneurship & Venture,Venture Building,Venture Building,創業孵化,zh,中文
Entrepreneurship & Venture,Venture Investment,Due Diligence,due diligence,en,exact_lower
Entrepreneurship & Venture,Venture Investment,Due Diligence,盡職調查,zh,中文
Entrepreneurship & Venture,Venture Investment,Startup Investment Analysis,startup investment analysis,en,exact_lower
Entrepreneurship & Venture,Venture Investment,Startup Investment Analysis,新創投資分析,zh,中文
Entrepreneurship & Venture,Venture Investment,Venture Capital,venture capital,en,exact_lower
Entrepreneurship & Venture,Venture Investment,Venture Capital,創投,zh,中文
Entrepreneurship & Venture,Venture Investment,Venture Capital,風險投資,zh,中文
Finance & Accounting,Accounting,Accounting,accounting,en,exact_lower
Finance & Accounting,Accounting,Accounting,會計,zh,中文
Finance & Accounting,Accounting,Accounting,會計學,zh,中文
Finance & Accounting,Accounting,Accounting Standards,accounting standard,en,singular
Finance & Accounting,Accounting,Accounting Standards,accounting standards,en,exact_lower
Finance & Accounting,Accounting,Accounting Standards,會計準則,zh,中文
Finance & Accounting,Accounting,Cost Accounting,cost accounting,en,exact_lower
Finance & Accounting,Accounting,Cost Accounting,成本會計,zh,中文
Finance & Accounting,Accounting,Cost Accounting,成本核算,zh,中文
Finance & Accounting,Accounting,Financial Accounting,financial accounting,en,exact_lower
Finance & Accounting,Accounting,Financial Reporting,finance reporting,en,variant
Finance & Accounting,Accounting,Financial Reporting,financial reporting,en,exact_lower
Finance & Accounting,Accounting,Financial Reporting,financial statement,en,from_SKILL_CATALOG
Finance & Accounting,Accounting,Financial Reporting,財務報告,zh,中文
Finance & Accounting,Accounting,Financial Reporting,財務報表,zh,中文
Finance & Accounting,Accounting,Financial Reporting,財報編製,zh,中文
Finance & Accounting,Accounting,GAAP,gaap,en,exact_lower
Finance & Accounting,Accounting,GAAP,generally accepted accounting principles,en,full name
Finance & Accounting,Accounting,GAAP,us gaap,en,from_SKILL_CATALOG; catalog_key=IFRS/GAAP
Finance & Accounting,Accounting,GAAP,一般公認會計原則,zh,中文
Finance & Accounting,Accounting,GAAP,美國會計準則,zh,中文
Finance & Accounting,Accounting,IFRS,cpa,en,from_SKILL_CATALOG; catalog_key=IFRS/GAAP
Finance & Accounting,Accounting,IFRS,ias,en,from_SKILL_CATALOG; catalog_key=IFRS/GAAP
Finance & Accounting,Accounting,IFRS,ifrs,en,exact_lower
Finance & Accounting,Accounting,IFRS,IFRS/GAAP,en,from_SKILL_CATALOG; catalog_key=IFRS/GAAP
Finance & Accounting,Accounting,IFRS,international financial reporting standards,en,full name
Finance & Accounting,Accounting,IFRS,國際財務報導準則,zh,中文
Finance & Accounting,Accounting,Management Accounting,management accounting,en,exact_lower
Finance & Accounting,Accounting,Management Accounting,managerial accounting,en,variant
Finance & Accounting,Accounting,Management Accounting,管理會計,zh,中文
Finance & Accounting,Accounting,Revenue Recognition,rev rec,en,abbrev
Finance & Accounting,Accounting,Revenue Recognition,revenue recognition,en,exact_lower
Finance & Accounting,Accounting,Revenue Recognition,收入認列,zh,中文
Finance & Accounting,Accounting,Revenue Recognition,營收認列,zh,中文
Finance & Accounting,Audit / Tax,Auditing,audit,en,short
Finance & Accounting,Audit / Tax,Auditing,auditing,en,exact_lower
Finance & Accounting,Audit / Tax,Auditing,審計,zh,中文
Finance & Accounting,Audit / Tax,Auditing,查核,zh,中文
Finance & Accounting,Audit / Tax,Internal Audit,internal audit,en,exact_lower
Finance & Accounting,Audit / Tax,Internal Audit,內稽,zh,中文
Finance & Accounting,Audit / Tax,Internal Audit,內部稽核,zh,中文
Finance & Accounting,Audit / Tax,Tax,tax,en,exact_lower
Finance & Accounting,Audit / Tax,Tax,taxation,en,variant
Finance & Accounting,Audit / Tax,Tax,稅務,zh,中文
Finance & Accounting,Audit / Tax,Tax,稅法,zh,中文
Finance & Accounting,Audit / Tax,Transfer Pricing,transfer pricing,en,exact_lower
Finance & Accounting,Audit / Tax,Transfer Pricing,移轉訂價,zh,中文
Finance & Accounting,Audit / Tax,Transfer Pricing,轉讓定價,zh,中文
Finance & Accounting,Corporate Finance,Capital Budgeting,capital budgeting,en,exact_lower
Finance & Accounting,Corporate Finance,Capital Budgeting,資本預算,zh,中文
Finance & Accounting,Corporate Finance,Corporate Finance,corporate finance,en,exact_lower
Finance & Accounting,Corporate Finance,Corporate Finance,企業財務,zh,中文
Finance & Accounting,Corporate Finance,Corporate Finance,公司理財,zh,中文
Finance & Accounting,Corporate Finance,Strategic Finance,strategic finance,en,exact_lower
Finance & Accounting,Corporate Finance,Strategic Finance,strategy finance,en,variant
Finance & Accounting,Corporate Finance,Strategic Finance,策略財務,zh,中文
Finance & Accounting,Corporate Finance,Treasury Management,treasury,en,short
Finance & Accounting,Corporate Finance,Treasury Management,treasury management,en,exact_lower
Finance & Accounting,Corporate Finance,Treasury Management,資金管理,zh,中文
Finance & Accounting,Corporate Finance,Working Capital Management,working capital,en,short
Finance & Accounting,Corporate Finance,Working Capital Management,working capital management,en,exact_lower
Finance & Accounting,Corporate Finance,Working Capital Management,營運資金管理,zh,中文
Finance & Accounting,FP&A,Budgeting,annual budget,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Budgeting,budget,en,short
Finance & Accounting,FP&A,Budgeting,budget management,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Budgeting,budget planning,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Budgeting,budgeting,en,exact_lower
Finance & Accounting,FP&A,Budgeting,cost budget,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Budgeting,預算,zh,中文
Finance & Accounting,FP&A,Budgeting,預算編列,zh,中文
Finance & Accounting,FP&A,CAPEX,capex,en,exact_lower
Finance & Accounting,FP&A,CAPEX,capital expenditure,en,full name
Finance & Accounting,FP&A,CAPEX,資本支出,zh,中文
Finance & Accounting,FP&A,Financial Planning,financial planning,en,exact_lower
Finance & Accounting,FP&A,Financial Planning,financial planning analysis,en,from_SKILL_CATALOG; catalog_key=FP&A
Finance & Accounting,FP&A,Financial Planning,financial planning and analysis,en,from_SKILL_CATALOG; catalog_key=FP&A
Finance & Accounting,FP&A,Financial Planning,fp&a,en,related
Finance & Accounting,FP&A,Financial Planning,fpa,en,from_SKILL_CATALOG; catalog_key=FP&A
Finance & Accounting,FP&A,Financial Planning,財務規劃,zh,中文
Finance & Accounting,FP&A,Forecasting,forecast,en,short
Finance & Accounting,FP&A,Forecasting,forecasting,en,exact_lower
Finance & Accounting,FP&A,Forecasting,預測,zh,中文
Finance & Accounting,FP&A,Forecasting,預測分析,zh,中文
Finance & Accounting,FP&A,Management Reporting,management report,en,variant
Finance & Accounting,FP&A,Management Reporting,management reporting,en,exact_lower
Finance & Accounting,FP&A,Management Reporting,管理報表,zh,中文
Finance & Accounting,FP&A,OPEX,operating expense,en,full name
Finance & Accounting,FP&A,OPEX,operating expenses,en,plural
Finance & Accounting,FP&A,OPEX,opex,en,exact_lower
Finance & Accounting,FP&A,OPEX,營運費用,zh,中文
Finance & Accounting,FP&A,Scenario Analysis,scenario analysis,en,exact_lower
Finance & Accounting,FP&A,Scenario Analysis,情境分析,zh,中文
Finance & Accounting,FP&A,Variance Analysis,actual vs plan,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Variance Analysis,budget variance,en,related
Finance & Accounting,FP&A,Variance Analysis,budget vs actual,en,from_SKILL_CATALOG
Finance & Accounting,FP&A,Variance Analysis,variance analysis,en,exact_lower
Finance & Accounting,FP&A,Variance Analysis,差異分析,zh,中文
Finance & Accounting,Financial Analysis,Cost Analysis,cost analysis,en,exact_lower
Finance & Accounting,Financial Analysis,Cost Analysis,cost structure,en,from_SKILL_CATALOG
Finance & Accounting,Financial Analysis,Cost Analysis,成本分析,zh,中文
Finance & Accounting,Financial Analysis,Cost Control,cost control,en,exact_lower
Finance & Accounting,Financial Analysis,Cost Control,成本控管,zh,中文
Finance & Accounting,Financial Analysis,Cost Reduction,cost reduction,en,exact_lower
Finance & Accounting,Financial Analysis,Cost Reduction,cost saving,en,variant
Finance & Accounting,Financial Analysis,Cost Reduction,成本降低,zh,中文
Finance & Accounting,Financial Analysis,Cost Reduction,降本,zh,中文
Finance & Accounting,Financial Analysis,Gross Margin Analysis,gross margin,en,short
Finance & Accounting,Financial Analysis,Gross Margin Analysis,gross margin analysis,en,exact_lower
Finance & Accounting,Financial Analysis,Gross Margin Analysis,毛利分析,zh,中文
Finance & Accounting,Financial Analysis,Margin Analysis,margin analysis,en,exact_lower
Finance & Accounting,Financial Analysis,Margin Analysis,利潤率分析,zh,中文
Finance & Accounting,Financial Modeling,Comparable Company Analysis,cca,en,abbrev
Finance & Accounting,Financial Modeling,Comparable Company Analysis,comparable company analysis,en,exact_lower
Finance & Accounting,Financial Modeling,Comparable Company Analysis,comps,en,short
Finance & Accounting,Financial Modeling,Comparable Company Analysis,可比公司分析,zh,中文
Finance & Accounting,Financial Modeling,Cost-Benefit Analysis,cba,en,abbrev
Finance & Accounting,Financial Modeling,Cost-Benefit Analysis,cost benefit analysis,en,punctuation_variant
Finance & Accounting,Financial Modeling,Cost-Benefit Analysis,cost-benefit analysis,en,exact_lower
Finance & Accounting,Financial Modeling,Cost-Benefit Analysis,costbenefitanalysis,en,no_space
Finance & Accounting,Financial Modeling,Cost-Benefit Analysis,成本效益分析,zh,中文
Finance & Accounting,Financial Modeling,DCF Valuation,dcf,en,abbrev
Finance & Accounting,Financial Modeling,DCF Valuation,dcf model,en,from_SKILL_CATALOG; catalog_key=Financial Modeling
Finance & Accounting,Financial Modeling,DCF Valuation,dcf valuation,en,exact_lower
Finance & Accounting,Financial Modeling,DCF Valuation,discounted cash flow,en,full name
Finance & Accounting,Financial Modeling,DCF Valuation,現金流折現,zh,中文
Finance & Accounting,Financial Modeling,Financial Modeling,financial model,en,variant
Finance & Accounting,Financial Modeling,Financial Modeling,financial modeling,en,exact_lower
Finance & Accounting,Financial Modeling,Financial Modeling,financial modelling,en,UK spelling
Finance & Accounting,Financial Modeling,Financial Modeling,財務建模,zh,中文
Finance & Accounting,Financial Modeling,Financial Modeling,財務模型,zh,中文
Finance & Accounting,Financial Modeling,IRR,internal rate of return,en,full name
Finance & Accounting,Financial Modeling,IRR,irr,en,exact_lower
Finance & Accounting,Financial Modeling,IRR,內部報酬率,zh,中文
Finance & Accounting,Financial Modeling,LBO Modeling,lbo,en,abbrev
Finance & Accounting,Financial Modeling,LBO Modeling,lbo model,en,from_SKILL_CATALOG; catalog_key=Financial Modeling
Finance & Accounting,Financial Modeling,LBO Modeling,lbo modeling,en,exact_lower
Finance & Accounting,Financial Modeling,LBO Modeling,leveraged buyout model,en,full name
Finance & Accounting,Financial Modeling,M&A Modeling,m a modeling,en,punctuation_variant
Finance & Accounting,Financial Modeling,M&A Modeling,m&a model,en,variant
Finance & Accounting,Financial Modeling,M&A Modeling,m&a modeling,en,exact_lower
Finance & Accounting,Financial Modeling,M&A Modeling,mamodeling,en,no_space
Finance & Accounting,Financial Modeling,M&A Modeling,merger model,en,related
Finance & Accounting,Financial Modeling,Monte Carlo Simulation,monte carlo,en,short
Finance & Accounting,Financial Modeling,Monte Carlo Simulation,monte carlo simulation,en,exact_lower
Finance & Accounting,Financial Modeling,Monte Carlo Simulation,蒙地卡羅模擬,zh,中文
Finance & Accounting,Financial Modeling,NPV,net present value,en,full name
Finance & Accounting,Financial Modeling,NPV,npv,en,exact_lower
Finance & Accounting,Financial Modeling,NPV,淨現值,zh,中文
Finance & Accounting,Financial Modeling,Payback Period,payback,en,short
Finance & Accounting,Financial Modeling,Payback Period,payback period,en,exact_lower
Finance & Accounting,Financial Modeling,Payback Period,回收期,zh,中文
Finance & Accounting,Financial Modeling,Pricing Analysis,pricing analysis,en,exact_lower
Finance & Accounting,Financial Modeling,Pricing Analysis,pricing strategy,en,related
Finance & Accounting,Financial Modeling,Pricing Analysis,定價分析,zh,中文
Finance & Accounting,Financial Modeling,ROI Analysis,return on investment,en,full name
Finance & Accounting,Financial Modeling,ROI Analysis,roi,en,abbrev
Finance & Accounting,Financial Modeling,ROI Analysis,roi analysis,en,exact_lower
Finance & Accounting,Financial Modeling,ROI Analysis,投資報酬率,zh,中文
Finance & Accounting,Financial Modeling,Sensitivity Analysis,sensitivity analysis,en,exact_lower
Finance & Accounting,Financial Modeling,Sensitivity Analysis,敏感度分析,zh,中文
Finance & Accounting,Financial Modeling,Unit Economics,unit economic,en,singular
Finance & Accounting,Financial Modeling,Unit Economics,unit economics,en,exact_lower
Finance & Accounting,Financial Modeling,Unit Economics,單位經濟,zh,中文
Finance & Accounting,Financial Modeling,Valuation,valuation,en,exact_lower
Finance & Accounting,Financial Modeling,Valuation,valuation model,en,from_SKILL_CATALOG; catalog_key=Financial Modeling
Finance & Accounting,Financial Modeling,Valuation,估值,zh,中文
Finance & Accounting,Financial Modeling,Valuation,評價,zh,中文
Finance & Accounting,Financial Statements,Balance Sheet,balance sheet,en,exact_lower
Finance & Accounting,Financial Statements,Balance Sheet,資產負債表,zh,中文
Finance & Accounting,Financial Statements,Cash Flow Statement,cash flow statement,en,exact_lower
Finance & Accounting,Financial Statements,Cash Flow Statement,cfs,en,abbrev
Finance & Accounting,Financial Statements,Cash Flow Statement,現金流量表,zh,中文
Finance & Accounting,Financial Statements,P&L,\bpl\b,en,from_SKILL_CATALOG; regex; catalog_key=Financial Reporting
Finance & Accounting,Financial Statements,P&L,p l,en,punctuation_variant
Finance & Accounting,Financial Statements,P&L,p&l,en,exact_lower
Finance & Accounting,Financial Statements,P&L,pnl,en,no symbol
Finance & Accounting,Financial Statements,P&L,profit and loss,en,full name
Finance & Accounting,Financial Statements,P&L,損益表,zh,中文
Finance & Accounting,Investment / Markets,Capital Markets,capital market,en,singular
Finance & Accounting,Investment / Markets,Capital Markets,capital markets,en,exact_lower
Finance & Accounting,Investment / Markets,Capital Markets,資本市場,zh,中文
Finance & Accounting,Investment / Markets,Equity Research,equity research,en,exact_lower
Finance & Accounting,Investment / Markets,Equity Research,股票研究,zh,中文
Finance & Accounting,Investment / Markets,Fixed Income Analysis,fixed income,en,short
Finance & Accounting,Investment / Markets,Fixed Income Analysis,fixed income analysis,en,exact_lower
Finance & Accounting,Investment / Markets,Fixed Income Analysis,債券分析,zh,中文
Finance & Accounting,Investment / Markets,Investment Analysis,investment analysis,en,exact_lower
Finance & Accounting,Investment / Markets,Investment Analysis,投資分析,zh,中文
Finance & Accounting,Investment / Markets,Portfolio Management,portfolio management,en,exact_lower
Finance & Accounting,Investment / Markets,Portfolio Management,投資組合管理,zh,中文
Finance & Accounting,Investment / Markets,Trading,trading,en,exact_lower
Finance & Accounting,Investment / Markets,Trading,交易,zh,中文
Human Resources & People,Compensation / Benefits,Benefits Administration,benefits administration,en,exact_lower
Human Resources & People,Compensation / Benefits,Benefits Administration,福利管理,zh,中文
Human Resources & People,Compensation / Benefits,Compensation Analysis,compensation analysis,en,exact_lower
Human Resources & People,Compensation / Benefits,Compensation Analysis,薪酬分析,zh,中文
Human Resources & People,HR Operations,HR Operations,hr operations,en,exact_lower
Human Resources & People,HR Operations,HR Operations,hr ops,en,short
Human Resources & People,HR Operations,HR Operations,人資營運,zh,中文
Human Resources & People,HR Operations,HRIS,hris,en,exact_lower
Human Resources & People,HR Operations,HRIS,human resources information system,en,full name
Human Resources & People,HR Operations,HRIS,人資系統,zh,中文
Human Resources & People,HR Operations,People Operations,people operations,en,exact_lower
Human Resources & People,HR Operations,People Operations,people ops,en,short
Human Resources & People,HR Operations,People Operations,員工體驗營運,zh,中文
Human Resources & People,Learning & Development,Learning & Development,learning & development,en,exact_lower
Human Resources & People,Learning & Development,Learning & Development,learning development,en,punctuation_variant
Human Resources & People,Learning & Development,Learning & Development,learningdevelopment,en,no_space
Human Resources & People,Learning & Development,Learning & Development,人才發展,zh,中文
Human Resources & People,Learning & Development,Learning & Development,學習發展,zh,中文
Human Resources & People,Learning & Development,Organizational Development,organizational development,en,exact_lower
Human Resources & People,Learning & Development,Organizational Development,組織發展,zh,中文
Human Resources & People,People Analytics,HR Analytics,hr ai,en,from_SKILL_CATALOG
Human Resources & People,People Analytics,HR Analytics,hr analytics,en,exact_lower
Human Resources & People,People Analytics,HR Analytics,hr automation,en,from_SKILL_CATALOG
Human Resources & People,People Analytics,HR Analytics,hr data,en,from_SKILL_CATALOG
Human Resources & People,People Analytics,HR Analytics,human resources analytics,en,full name
Human Resources & People,People Analytics,HR Analytics,talent decision,en,from_SKILL_CATALOG
Human Resources & People,People Analytics,HR Analytics,talent development,en,from_SKILL_CATALOG
Human Resources & People,People Analytics,HR Analytics,人力資源分析,zh,中文
Human Resources & People,People Analytics,People Analytics,people analytics,en,exact_lower
Human Resources & People,People Analytics,People Analytics,talent analytics,en,related
Human Resources & People,People Analytics,People Analytics,人資分析,zh,中文
Human Resources & People,People Analytics,Performance Management,performance management,en,exact_lower
Human Resources & People,People Analytics,Performance Management,績效管理,zh,中文
Human Resources & People,People Analytics,Workforce Analytics,workforce analytics,en,exact_lower
Human Resources & People,People Analytics,Workforce Planning,workforce planning,en,exact_lower
Human Resources & People,People Analytics,Workforce Planning,人力規劃,zh,中文
Human Resources & People,Talent Acquisition,Interviewing,interview,en,short
Human Resources & People,Talent Acquisition,Interviewing,interviewing,en,exact_lower
Human Resources & People,Talent Acquisition,Interviewing,面試,zh,中文
Human Resources & People,Talent Acquisition,Recruiting,recruiting,en,exact_lower
Human Resources & People,Talent Acquisition,Recruiting,recruitment,en,variant
Human Resources & People,Talent Acquisition,Recruiting,招募,zh,中文
Human Resources & People,Talent Acquisition,Sourcing,sourcing,en,exact_lower
Human Resources & People,Talent Acquisition,Sourcing,供應商開發,zh,中文
Human Resources & People,Talent Acquisition,Sourcing,尋源,zh,中文
Human Resources & People,Talent Acquisition,Talent Acquisition,talent acquisition,en,exact_lower
Human Resources & People,Talent Acquisition,Talent Acquisition,人才招募,zh,中文
Information Systems & Enterprise Tools,Business Systems,API Design,api architecture,en,variant
Information Systems & Enterprise Tools,Business Systems,API Design,api design,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,API Design,api 設計,mixed,常見混寫
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,\bsa\b,en,from_SKILL_CATALOG; regex; catalog_key=Systems Analysis
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,bsa,en,abbrev
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,business system analysis,en,singular
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,business systems analysis,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,Systems Analysis,en,from_SKILL_CATALOG; catalog_key=Systems Analysis
Information Systems & Enterprise Tools,Business Systems,Business Systems Analysis,系統分析,zh,中文
Information Systems & Enterprise Tools,Business Systems,Functional Specification,functional spec,en,short
Information Systems & Enterprise Tools,Business Systems,Functional Specification,functional specification,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,Functional Specification,功能規格書,zh,中文
Information Systems & Enterprise Tools,Business Systems,Requirements Gathering,requirement gathering,en,singular
Information Systems & Enterprise Tools,Business Systems,Requirements Gathering,requirements gathering,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,Requirements Gathering,需求蒐集,zh,中文
Information Systems & Enterprise Tools,Business Systems,Requirements Gathering,需求訪談,zh,中文
Information Systems & Enterprise Tools,Business Systems,Solution Design,solution architecture,en,related
Information Systems & Enterprise Tools,Business Systems,Solution Design,solution design,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,Solution Design,解決方案設計,zh,中文
Information Systems & Enterprise Tools,Business Systems,System Architecture,data architecture,en,from_SKILL_CATALOG; catalog_key=Data Engineering
Information Systems & Enterprise Tools,Business Systems,System Architecture,system architecture,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,System Architecture,系統架構,zh,中文
Information Systems & Enterprise Tools,Business Systems,System Design,system design,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,System Design,系統設計,zh,中文
Information Systems & Enterprise Tools,Business Systems,System Integration,system integration,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,System Integration,系統整合,zh,中文
